homosexual	women	3	false
homosexual	made	4	false
homosexual	male	4	false
homosexual	soldier	3	false
homosexual	openly	6	false
homosexual	military	3	false
homosexual	charged	4	false
homosexual	provide	3	false
homosexual	against	6	false
homosexual	deep-seated	5	false
homosexual	very	3	false
homosexual	ruling	3	false
homosexual	view	4	false
homosexual	more	9	true
homosexual	most	4	false
homosexual	priests	3	false
homosexual	rape	3	false
homosexual	young	4	false
homosexual	court	5	false
homosexual	heterosexual	21	true
homosexual	each	3	false
homosexual	legal	3	false
homosexual	heterosexuals	3	false
homosexual	engage	6	false
homosexual	activity	10	true
homosexual	ago	3	false
homosexual	any	4	false
homosexual	ban	7	true
homosexual	actively	4	false
homosexual	think	3	false
homosexual	evidence	4	false
homosexual	accusations	3	false
homosexual	black	3	false
homosexual	tendencies	6	false
homosexual	gay	19	true
homosexual	found	4	false
homosexual	acts	9	true
homosexual	law	9	true
homosexual	man	9	true
homosexual	may	3	false
homosexual	men	13	true
homosexual	allow	4	false
homosexual	new	3	false
homosexual	issue	3	false
homosexual	one	7	true
homosexual	trial	3	false
homosexual	out	4	false
homosexual	such	6	false
homosexual	candidates	7	true
homosexual	service	3	false
homosexual	panic	4	false
homosexual	language	5	false
homosexual	decision	4	false
homosexual	up	4	false
homosexual	akin	3	false
homosexual	agenda	4	false
homosexual	conduct	12	true
homosexual	suggested	3	false
homosexual	relations	7	true
homosexual	culture	7	true
homosexual	strong	3	false
homosexual	sex	11	true
homosexual	couples	18	true
homosexual	marriages	4	false
homosexual	advances	3	false
homosexual	brought	3	false
homosexual	same	5	false
homosexual	ones	3	false
homosexual	two	4	false
homosexual	right	5	false
homosexual	bisexual	3	false
homosexual	work	3	false
homosexual	bill	3	false
homosexual	special	3	false
homosexual	environment	3	false
homosexual	called	3	false
homosexual	female	3	false
homosexual	way	4	false
homosexual	sexual	9	true
homosexual	challenge	3	false
homosexual	serve	3	false
homosexual	fact	3	false
homosexual	local	4	false
homosexual	both	3	false
homosexual	personal	4	false
homosexual	show	4	false
homosexual	avoid	3	false
homosexual	children	6	false
homosexual	violating	3	false
homosexual	including	4	false
homosexual	should	8	true
homosexual	affair	4	false
homosexual	rights	8	true
homosexual	relationships	6	false
homosexual	child	3	false
homosexual	general	3	false
homosexual	time	3	false
homosexual	film	3	false
homosexual	suspected	3	false
homosexual	convicted	4	false
homosexual	officers	3	false
homosexual	orientation	4	false
homosexual	sodomy	5	false
homosexual	around	3	false
homosexual	specific	4	false
homosexual	give	4	false
homosexual	teenagers	3	false
homosexual	writer	4	false
homosexual	years	5	false
homosexual	other	6	false
homosexual	mother	3	false
homosexual	adultery	3	false
homosexual	accused	3	false
homosexual	lifestyle	4	false
homosexual	so-called	5	false
homosexual	being	6	false
homosexual	crime	3	false
homosexual	relationship	8	true
homosexual	year	3	false
homosexual	last	4	false
homosexual	laws	3	false
homosexual	having	3	false
homosexual	before	4	false
homosexual	church	6	false
homosexual	city	3	false
homosexual	today	4	false
homosexual	using	3	false
homosexual	civil	3	false
homosexual	expressed	5	false
homosexual	banning	3	false
homosexual	between	6	false
homosexual	professional	6	false
homosexual	life	5	false
homosexual	like	4	false
homosexual	benefits	5	false
homosexual	marriage	6	false
homosexual	state	6	false
homosexual	long	5	false
homosexual	immoral	7	true
homosexual	another	4	false
homosexual	homosexuality	4	false
homosexual	engaging	3	false
homosexual	first	5	false
homosexual	radical	4	false
homosexual	learned	4	false
homosexual	parents	4	false
homosexual	social	3	false
homosexual	behavior	9	true
homosexual	support	7	true
homosexual	members	6	false
homosexual	partners	4	false
