lesbian	special	3	false
lesbian	called	3	false
lesbian	discriminates	3	false
lesbian	countries	3	false
lesbian	way	4	false
lesbian	issues	8	true
lesbian	wed	7	true
lesbian	seek	5	false
lesbian	seen	3	false
lesbian	transgender	225	true
lesbian	named	3	false
lesbian	marry	10	true
lesbian	discriminatory	3	false
lesbian	history	10	true
lesbian	active	3	false
lesbian	march	4	false
lesbian	face	9	true
lesbian	fans	3	false
lesbian	citizens	6	false
lesbian	local	7	true
lesbian	show	5	false
lesbian	national	8	true
lesbian	join	4	false
lesbian	counseling	4	false
lesbian	should	12	true
lesbian	characters	16	true
lesbian	making	5	false
lesbian	harassment	3	false
lesbian	away	6	false
lesbian	added	3	false
lesbian	fear	3	false
lesbian	character	6	false
lesbian	science	3	false
lesbian	child	9	true
lesbian	despite	6	false
lesbian	transgendered	4	false
lesbian	some	7	true
lesbian	soon	5	false
lesbian	film	12	true
lesbian	five	3	false
lesbian	campaign	6	false
lesbian	intersex	4	false
lesbian	herself	3	false
lesbian	response	3	false
lesbian	became	3	false
lesbian	times	8	true
lesbian	specifically	3	false
lesbian	baby	11	true
lesbian	star	4	false
lesbian	step	3	false
lesbian	across	7	true
lesbian	spouses	3	false
lesbian	television	7	true
lesbian	such	4	false
lesbian	supporting	3	false
lesbian	extend	4	false
lesbian	partner	11	true
lesbian	four	3	false
lesbian	student	6	false
lesbian	adopt	5	false
lesbian	decision	5	false
lesbian	up	9	true
lesbian	understand	3	false
lesbian	best	3	false
lesbian	supporters	6	false
lesbian	number	10	true
lesbian	couples	66	true
lesbian	individuals	3	false
lesbian	party	4	false
lesbian	brought	4	false
lesbian	only	3	false
lesbian	bisexual	208	true
lesbian	solidarity	3	false
lesbian	recognizing	3	false
lesbian	bill	5	false
lesbian	month	4	false
lesbian	association	3	false
lesbian	open	5	false
lesbian	among	8	true
lesbian	female	3	false
lesbian	celebrating	3	false
lesbian	sexual	9	true
lesbian	ending	3	false
lesbian	challenge	3	false
lesbian	sister	3	false
lesbian	licenses	8	true
lesbian	violence	7	true
lesbian	recognize	4	false
lesbian	latest	5	false
lesbian	foster	11	true
lesbian	appeals	3	false
lesbian	tale	4	false
lesbian	member	4	false
lesbian	serve	4	false
lesbian	overturned	3	false
lesbian	established	3	false
lesbian	prevent	4	false
lesbian	organizers	3	false
lesbian	book	5	false
lesbian	protect	10	true
lesbian	organizations	5	false
lesbian	parade	7	true
lesbian	children	17	true
lesbian	growing	4	false
lesbian	ordered	6	false
lesbian	romance	11	true
lesbian	including	5	false
lesbian	tell	4	false
lesbian	government	7	true
lesbian	often	4	false
lesbian	rights	50	true
lesbian	aimed	3	false
lesbian	gave	3	false
lesbian	become	4	false
lesbian	political	3	false
lesbian	musical	4	false
lesbian	effort	3	false
lesbian	time	3	false
lesbian	according	3	false
lesbian	removed	4	false
lesbian	taken	6	false
lesbian	director	4	false
lesbian	orientation	8	true
lesbian	communities	6	false
lesbian	ceremony	5	false
lesbian	refused	5	false
lesbian	athletes	5	false
lesbian	center	3	false
lesbian	equal	6	false
lesbian	part	8	true
lesbian	boycott	3	false
lesbian	past	3	false
lesbian	appeal	5	false
lesbian	activists	3	false
lesbian	leading	3	false
lesbian	told	4	false
lesbian	judge	13	true
lesbian	around	3	false
lesbian	objections	4	false
lesbian	give	4	false
lesbian	venue	3	false
lesbian	nightclub	3	false
lesbian	expand	5	false
lesbian	birth	4	false
lesbian	teenagers	4	false
lesbian	began	8	true
lesbian	infant	3	false
lesbian	online	3	false
lesbian	during	4	false
lesbian	couple	52	true
lesbian	other	8	true
lesbian	mother	8	true
lesbian	cast	3	false
lesbian	case	4	false
lesbian	care	3	false
lesbian	begin	4	false
lesbian	awards	3	false
lesbian	drama	4	false
lesbian	award	3	false
lesbian	turn	3	false
lesbian	good	3	false
lesbian	voters	3	false
lesbian	being	11	true
lesbian	relationship	4	false
lesbian	bullying	3	false
lesbian	year	9	true
lesbian	play	5	false
lesbian	plan	3	false
lesbian	presented	4	false
lesbian	placed	3	false
lesbian	license	3	false
lesbian	nation	5	false
lesbian	recent	4	false
lesbian	attorney	3	false
lesbian	issuing	4	false
lesbian	considered	4	false
lesbian	refusing	3	false
lesbian	limits	10	true
lesbian	late	3	false
lesbian	last	3	false
lesbian	laws	6	false
lesbian	before	6	false
lesbian	protections	28	true
lesbian	church	3	false
lesbian	identify	4	false
lesbian	city	5	false
lesbian	cite	4	false
lesbian	civil	10	true
lesbian	between	5	false
lesbian	lead	3	false
lesbian	owners	3	false
lesbian	left	3	false
lesbian	custody	8	true
lesbian	season	4	false
lesbian	experience	4	false
lesbian	club	3	false
lesbian	cable	3	false
lesbian	professional	3	false
lesbian	organization	7	true
lesbian	life	7	true
lesbian	proposed	3	false
lesbian	list	3	false
lesbian	giving	7	true
lesbian	festival	4	false
lesbian	helped	5	false
lesbian	feminist	7	true
lesbian	benefits	7	true
lesbian	generation	3	false
lesbian	getting	6	false
lesbian	films	6	false
lesbian	adults	3	false
lesbian	filed	3	false
lesbian	marriage	23	true
lesbian	gorgeous	3	false
lesbian	state	38	true
lesbian	stars	4	false
lesbian	fined	3	false
lesbian	look	3	false
lesbian	allowed	8	true
lesbian	representing	3	false
lesbian	asked	3	false
lesbian	another	5	false
lesbian	siding	3	false
lesbian	administration	3	false
lesbian	soccer	3	false
lesbian	head	4	false
